Rank,Name,Genre,ESRB_Rating,Platform,Developer,Publisher,Critic_Score,User_Score,Year
1502,Game & Watch Gallery 3,Misc,E,PS2,Climax Studios,Sony Computer Entertainment,8,8,2006
1503,Kirby: Mass Attack,Action-Adventure,E,PC,GameTek,Microsoft Studios,8,7.4,2013
1504,WWE 2K17,Shooter,T,X360,Proletariat Inc.,Ubisoft,8,9.8,2012
1505,Parfait: Chocolat Second Style,Action,E10,X360,Xing Inc.,LucasArts,7.9,7.8,2011
1506,NBA Live 99,Adventure,E,DS,Flat Cat,THQ,8,7.5,2006
1507,Slime Rancher,Adventure,E,DS,Take 2 Interactive,THQ,8,5.4,2008
1508,WCW Mayhem,Misc,E10,X360,Blastoid Entertainment,Sega,8.1,3.4,2009
1509,NBA 2K2,Strategy,E,DS,Venom Games,Warner Bros. Interactive,5,8.7,2011
1510,NASCAR Thunder 2003,Action,E,SNES,NEC Intechannel,Capcom,10,9.6,1991
1511,Cars,Sports,E,NES,Gunfire Games,Nintendo,8,9.8,1990
1512,Fuzion Frenzy,Puzzle,E10,3DS,"Imagineer Co., Ltd.",Nintendo,8.4,7.8,2012
1513,Guitar Hero Live,Fighting,T,PS3,Vanpool,Namco Bandai,8.4,8,2008
1514,Medal of Honor: Airborne,Simulation,E,DS,Dunhill Electronic Media Corp,Bandai,8,7.4,2006
1515,Bayonetta,Platform,E,GB,Headup Games,Nintendo,8,9.8,1998
1516,Sly Cooper and the Thievius Raccoonus,Fighting,T,N64,Visual Sciences,THQ,8,7.8,1999
1517,Star Wars Episode 1: Jedi Power Battles,Misc,E,PC,California Seven Studios,Cellar Door Games,8,8,2013
1518,Super Monkey Ball: Banana Blitz,Misc,E,Wii,THQ Digital Phoenix,Disney Interactive Studios,6.8,8,2009
1519,The Magical Quest starring Mickey Mouse (all region sales),Shooter,T,X360,Bombservice,Activision,6.6,8,2008
1520,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,Sports,E,PS2,SomaSim,2K Sports,8,8,2005
1521,Boom Blox,Fighting,T,PS2,Data Design Interactive,EA Sports,8,7.4,2004
1522,Test Drive 4,Adventure,M,PSV,Alientrap Games Inc,Ubisoft,8,9.8,2012
1523,The Sims 2: Castaway,Action,T,XB,Red Candle Games,Ubisoft,9.2,7.8,2004
1524,World Soccer Winning Eleven 9 (JP & Others sales),Simulation,E,DS,Handheld Games,Ubisoft,8,7.8,2007
1525,The Lord of the Rings: The Fellowship of the Ring,Puzzle,E10,DS,Modern Dream,Warner Bros. Interactive,7.9,3.4,2010
1526,ATV Offroad Fury 3,Platform,E,GBA,"Strategic Simulations, Inc.",THQ,8,6.5,2003
1527,F1 2011,Platform,E,GBA,Dagestan Technology,Nintendo,7.9,8.7,2004
1528,Metal Gear Solid V: Ground Zeroes,Sports,E,N64,Metro Graphics,Nintendo,9,9.6,1999
1529,Minecraft: Story Mode,Misc,E10,WiiU,White Dog,Mojang,5.5,9.8,2016
1530,Dino Crisis 2,Action,M,XOne,Milestone S.r.l.,Warner Bros. Interactive Entertainment,8,7.8,2016
1531,Disney's Chip 'n Dale: Rescue Rangers,Fighting,T,X360,Xing Entertainment,EA Sports,8.6,8,2006
1532,Dragon Ball Z: Budokai Tenkaichi 3,Action,M,XOne,Wheelhaus,Microsoft Studios,8,7.4,2013
1533,Dragon Ball Z: La Legende Saien,Action,E,GBA,Milkstone Studios,THQ,8,9.8,2004
1534,Final Fantasy,Role-Playing,E,PC,Reality Pump Studios,Unknown,8,7.8,2004
1535,Final Fantasy IV,Racing,E10,XOne,Powerhoof,Microsoft Studios,8,7.5,2014
1536,Ganbare Goemon! Karakuri Douchuu,Misc,T,PS2,Flight-Plan,Midway Games,8,5.4,2003
1537,Kingdom Hearts HD II.5 ReMIX,Sports,E,PS,Adrenium,EA Sports,8,3.4,1998
1538,NFL 2K,Puzzle,E,GC,Lucky Chicken,Sega,9,8.7,2001
1539,Ninja Gaiden,Platform,E,DS,Destructive Creations,THQ,8,9.6,2008
1540,Parasite Eve II,Platform,E,2600,CharlieH,Coleco,8,9.8,1982
1541,Resident Evil Director's Cut: Dual Shock Edition,Action,M,Wii,Big Sandwich Games,Capcom,9.2,7.8,2007
1542,Shenmue,Fighting,M,PS,Necrophone Games,Midway Games,8,8,1998
1543,SolarStriker,Simulation,T,Wii,Omiya Soft,Electronic Arts,8,7.4,2010
1544,Sonic and the Black Knight,Fighting,T,PS4,Sometimes You,Namco Bandai Games,8,9.8,2018
1545,Sonic Rush Adventure,Fighting,E,PS,Miracle Designs,THQ,8,7.8,1998
1546,TwinBee,Role-Playing,M,PS3,Rainbow Studio,Electronic Arts,8,8,2012
1547,WWE 2K14,Shooter,T,X360,Real Dynamics,Electronic Arts,8.6,8,2008
1548,Hand Simulator,Role-Playing,M,PS3,Nautilus,Electronic Arts,9.3,8,2011
1549,NHL 2002,Shooter,M,X360,Mere Mortals,THQ,6.7,8,2011
1550,Shadow of the Colossus,Role-Playing,E,PC,Gaijin Games,Unknown,8,7.4,2011
1551,God of War: Ghost of Sparta,Shooter,M,PS2,King of the Jungle,Rockstar Games,8,9.8,2004
1552,Nuclear Strike,Misc,E,NES,Rising Star Games,Nintendo,8,7.8,1984
1553,SpongeBob SquarePants: Revenge of the Flying Dutchman,Fighting,E,SNES,Revolution Software,Bandai,8,7.8,1999
1554,Scarface: The World is Yours,Simulation,E,GB,Paramount Interactive,Bandai,8,3.4,1997
1555,Metal Gear Solid: Portable Ops,Misc,E,N64,Magic Pixel Games,Namco,8,6.5,1999
1556,Disney Sing It,Action,T,PS3,RMAL,Namco Bandai Games,8,8.7,2012
1557,Kobe Bryant in NBA Courtside,Action,M,PS2,Blueshift,Capcom,7.1,9.6,2004
1558,Tecmo Super Bowl,Simulation,E,GB,TBA,Bandai,8,9.8,1997
1559,The Dukes of Hazzard: Racing for Home,Shooter,E,XOne,Pokshevanov Pavel,Bethesda Softworks,8,7.8,2016
1560,Mortal Kombat Komplete Edition,Racing,E,Wii,KxONE,Sega,7.9,8,2010
1561,Final Fantasy I & II: Dawn of Souls,Misc,T,PSP,Kadokawa Shoten,Sega,8.3,7.4,2006
1562,Metal Gear Solid VR Missions,Sports,T,PS2,Guerrilla Cambridge,Activision,8,9.8,2005
1563,LEGO Dimensions,Shooter,M,Wii,Asteristic Game Studio,Sega,6.5,7.8,2008
1564,Pole Position,Action,M,XOne,Phoenix Games,Ubisoft,8,7.5,2015
1565,Donkey Konga,Shooter,M,PS3,Gray Matter Inc.,2K Games,9.3,5.4,2008
1566,Mystery Case Files: MillionHeir,Misc,E10,PS2,Team GrisGris,Sony Computer Entertainment,8,3.4,2007
1567,R.B.I. Baseball 3,Platform,E,SNES,Sanrio Digital,Nintendo,8,8.7,1996
1568,Resident Evil: Operation Raccoon City,Misc,E,DS,PixelTail Games,Ubisoft,8,9.6,2007
1569,LEGO Jurassic World,Action,T,X360,Game Republik,LucasArts,6.3,9.8,2010
1570,Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,Racing,E,PSP,EXOR Studios,Sega,7,7.8,2006
1571,Red Dead Redemption: Undead Nightmare,Sports,E,PS2,Tomy Corporation,EA Sports,8,8,2004
1572,Soviet Strike,Adventure,E,DS,Forever Entertainment S.A.,Disney Interactive Studios,8,7.4,2007
1573,Gun,Sports,E,PS2,Twice Circled,EA Sports,8,9.8,2002
1574,Ty the Tasmanian Tiger,Action,E,PS,MrCiastku,Hasbro Interactive,8,7.8,2000
1575,Mission: Impossible,Fighting,T,X360,LvivMedia,THQ,7.3,8,2007
1576,Cabela's Dangerous Hunts,Misc,E,Wii,Seibu Kaihatsu Inc.,Electronic Arts,6.5,8,2007
1577,WWE SmackDown vs. Raw 2010,Shooter,M,PS3,DNS Development,Electronic Arts,9,8,2011
1578,Cool Boarders 4,Racing,E,X360,Deconstructeam,Microsoft Game Studios,5.6,7.4,2010
1579,Rage Racer,Platform,E,GB,Tatyana Murzina,Capcom,8,9.8,1990
1580,Destruction Derby 2,Adventure,T,GC,Eric Hartman,Nintendo,9.5,7.8,2006
1581,Sunset Overdrive,Platform,E,GBA,Four Quarters,Nintendo,8,7.8,2004
1582,Midnight Club 3: DUB Edition Remix,Sports,E,PS,Belarus Games,EA Sports,8,3.4,1999
1583,WWE 2K15,Role-Playing,M,PS4,Way Forward Technologies,Ubisoft,8,6.5,2017
1584,Tom Clancy's Ghost Recon: Jungle Storm,Misc,E,Wii,Namco Bandai Games America,Electronic Arts,8,8.7,2008
1585,Bushido Blade,Sports,T,PS2,Bits Studios,Activision,8,9.6,2002
1586,Your Shape: Fitness Evolved 2012,Sports,E,PS2,Nordcurrent,EA Sports,8,9.8,2005
1587,MLB The Show 17,Action,M,XOne,"Cing, Inc",Warner Bros. Interactive Entertainment,8,7.8,2014
1588,Mirror's Edge,Sports,E,PS2,Baba Yaga Games,EA Sports BIG,8,8,2004
1589,NASCAR Thunder 2002,Role-Playing,E,GC,Bomb,Nintendo,6.9,7.4,2005
1590,Jet Force Gemini,Sports,E,NES,EA Freestyle,Tengen,8,9.8,1990
1591,Mario Power Tennis,Platform,E,GC,Lee Sang,Sega,7.2,7.8,2004
1592,Mega Man X,Adventure,E,SNES,Akakiy Petrushkin,Nintendo,8,7.5,1994
1593,Pokken Tournament DX,Fighting,T,PS3,Starfish,Namco Bandai Games,8,5.4,2012
1594,Sega Rally Championship,Action-Adventure,E10,Wii,Iguana Entertaiment,Warner Bros. Interactive Entertainment,8,3.4,2012
1595,World of Warcraft,Sports,E,Wii,Ntreev Soft,EA Sports,8,8.7,2008
1596,Yu-Gi-Oh! The Sacred Cards (American and Others sales),Shooter,M,PS3,Phoenix Interactive Entertainment,Electronic Arts,8,9.6,2012
1597,Test Drive: Off Road,Fighting,T,PS3,Monumental Games,THQ,8.4,9.8,2010
1598,Medal of Honor Heroes 2,Misc,E,Wii,Just1337 Studio,Ubisoft,7.5,7.8,2006
1599,Spore,Fighting,T,X360,Ardi Studio,Warner Bros. Interactive Entertainment,8,8,2013
1600,Sniper: Ghost Warrior,Action,E,PS2,Art Corporation,Konami,7,7.4,2003
1601,EA Sports Active: More Workouts,Action,E,GC,Dream On Studio,Eidos Interactive,7.9,9.8,2005
1602,Stranded Deep,Misc,E,DS,GungHo Works,Majesco,8,7.8,2009
1603,Worldwide Soccer Manager 2009,Action,E10,PSP,Neko Climax Studios,LucasArts,8.4,8,2006
1604,Gauntlet: Dark Legacy,Shooter,T,Wii,Zoo Games,Nintendo,9,9.4,2007
1605,Bad Boys: Miami Takedown,Simulation,E,3DS,Fox Interactive,Nintendo,6.5,8,2016
1606,Kaboom!,Action,E,GEN,"Asmik Ace Entertainment, Inc.",Virgin Interactive,8,8,1994
1607,Ratchet & Clank: All 4 One,Adventure,E10,Wii,Jutsu Games,LucasArts,7.5,7.4,2009
1608,Derby Stallion III,Racing,E,PSP,DUCK,Namco,8.8,9.8,2005
1609,Doraemon,Fighting,T,PS,HypeTrain Digital,EA Sports,8,7.8,1999
1610,Jissen Pachinko Hisshouhou! CR Hokuto no Ken,Racing,M,PS2,Ubisoft Sao Paulo,Sony Computer Entertainment,8.9,7.8,2001
1611,Ninja Gaiden II,Racing,E,PS2,Blackpowder Games,EA Sports,8,3.4,2004
1612,Qix,Fighting,T,X360,Stealth Studios,EA Sports,8.7,6.5,2009
1613,High School Musical 2: Work This Out!,Action,E,XB,Gunnar Games,Activision,7.7,8.7,2002
1614,Tak and the Power of Juju,Shooter,M,X360,Samurai Punk,Electronic Arts,8.9,9.6,2008
1615,Puyo Puyo Sun Ketteiban,Racing,T,PS2,Rhino Studios,Electronic Arts,8,9.8,2008
1616,Super Street Fighter IV,Sports,E,PS,Universomo,Sony Computer Entertainment,8.3,7.8,1996
1617,Enter the Gungeon,Strategy,RP,PC,ninjalex,Ubisoft,8.7,8,2011
1618,Action Bass,Platform,E,GBA,Rhino Games,THQ,8,7.4,2004
1619,Tenchu: Wrath of Heaven,Role-Playing,T,3DS,Playful Corp.,Nintendo,8.2,9.8,2014
1620,Brave Fencer Musashi,Role-Playing,E,SNES,"iWin, Inc.",Enix,8,7.8,1996
1621,Dance Dance Revolution Extreme 2,Role-Playing,E,NES,Spooky Squid Games Inc.,Square,8,7.5,1990
1622,Hot Shots Golf: Out of Bounds,Racing,E,PS2,"Arcen Games, LLC",Sony Computer Entertainment,8,5.4,2004
1623,Conan Exiles,Action,E10,3DS,Pixel Dash Studios,Nintendo,5.3,3.4,2011
1624,Commando,Action,M,PS2,CCP,Capcom,8.4,8.7,2001
1625,LEGO City Undercover,Role-Playing,T,PS2,C's Ware,Square Enix,7.8,9.6,2004
1626,Pilotwings,Role-Playing,M,PC,Tubby Games,Bethesda Softworks,9,9.8,2015
1627,Punch-Out!!,Racing,E,PS2,Subsoap,Codemasters,8,7.8,2003
1628,Resident Evil - Code: Veronica,Action,M,PC,Matt Thorson,Warner Bros. Interactive Entertainment,8,8,2015
1629,South Park,Action-Adventure,T,PC,Scholastic Media,Hello Games,8,7.4,2016
1630,Super R.C. Pro-Am,Sports,E,PS,Digital Fiction,EA Sports,8,9.8,2001
1631,Grand Theft Auto: The Trilogy,Simulation,T,PS4,Signal Studios,Electronic Arts,8,7.8,2017
1632,LEGO Worlds,Fighting,T,PS4,Milestone S.r.l,Capcom,8,8,2016
1633,Mobile Suit Gundam: Federation vs. Zeon,Misc,E,PC,Falcom,Unknown,8,8,2014
1634,MechAssault,Action,E10,Wii,Phoenix,Disney Interactive Studios,8,8,2010
1635,NCAA Football 14,Platform,E,X360,MASA Group,Sega,7.7,8,2011
1636,Derby Stallion 99,Simulation,T,X360,Classic Media Distribution Limited,Namco Bandai,8.1,7.4,2007
1637,Rocksmith,Sports,E,SNES,Think and Feel,Acclaim Entertainment,8,9.8,1994
1638,Plants vs Zombies: Garden Warfare,Action,E,NES,2K Sports,Konami,8,7.8,1992
1639,Tom Clancy's Rainbow Six 3: Black Arrow,Shooter,M,PC,Spiders,Electronic Arts,8,7.8,2013
1640,The Elder Scrolls V: Skyrim VR,Action-Adventure,M,XOne,Salu Ltd.,Ubisoft,8,3.4,2018
1641,Resident Evil Director's Cut,Action,E,Wii,Creative Patterns,Disney Interactive Studios,8,6.5,2007
1642,Total War: Rome II,Action,E,DS,Swordfish Studios,Activision,6.4,8.7,2009
1643,Jampack Winter '98,Shooter,M,PS3,Recoil Games,Ubisoft,8.4,9.6,2008
1644,Fight Night Champion,Action,M,XB,Pioneer LDC,Activision,8,9.8,2003
1645,Pokemon Mystery Dungeon: Red Rescue Team (US weekly sales),Shooter,M,X360,Tomorrow Corporation,Square Enix,8.8,7.8,2011
1646,ModNation Racers,Simulation,T,PSP,Osiris Studios,Electronic Arts,6.2,8,2005
1647,Rabbids Go Home,Sports,E,XOne,Sproing Interactive Media / Deep Silver Vienna,505 Games,8,7.4,2016
1648,Moon Patrol,Shooter,M,PS3,Swing Swing Submarine,Square Enix,8.8,9.8,2011
1649,SOCOM: U.S. Navy SEALs Fireteam Bravo,Shooter,M,PS,Griptonite,GT Interactive,8,7.8,1998
1650,Supercar Street Challenge,MMO,M,XOne,Game-Labs,Bethesda Softworks,8,7.5,2015
1651,Miscreated,Shooter,M,X360,"Jellyvision, Inc.",Electronic Arts,8,5.4,2014
1652,Slay the Spire,Simulation,E10,PC,2XL Games,Electronic Arts,8,3.4,2013
1653,Golden Sun: The Lost Age,Sports,T,PS2,Danger Productions,Acclaim Entertainment,8,8.7,2001
1654,Oshare Majo Love and Berry: DS Collection,Platform,E,PSV,"Eek! Games, LLC",Sony Computer Entertainment,8,9.6,2012
1655,Pikmin 2,Shooter,M,XOne,G-Artists,Electronic Arts,8,9.8,2016
1656,Pilotwings 64,Adventure,E10,PS2,Pixel Ferrets,LucasArts,8,7.8,2008
1657,Worldwide Soccer Manager 2008,Shooter,M,Wii,Robot Loves Kitty,Activision,7.5,8,2010
1658,Dragon Age II,Shooter,M,X360,Anatoliy Loginovskikh,Electronic Arts,8.7,7.4,2011
1659,Farming Simulator 17,Misc,E,PS,Super X Studios,Activision,3.8,9.8,1998
1660,Crackdown 2,Action,M,PS3,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,Capcom,8.1,7.8,2010
1661,Transformers: The Game,Puzzle,E,GBA,Bongfish,Nintendo,8,8,2004
1662,LEGO Marvel Super Heroes 2,Role-Playing,E,N64,PopCap,Nintendo,9.1,8,2001
1663,Disney Infinity 2.0: Marvel Super Heroes,Puzzle,E,DS,Sekerin Productions,Nintendo,8,8,2009
1664,Castlevania: Lords of Shadow,Strategy,E,N64,Cranky Pants Games,Nintendo,8,7.4,1998
1665,Guitar Hero Encore: Rocks The 80s,Role-Playing,E,3DS,Reikon Games,Nintendo,5.9,9.8,2013
1666,Tom Clancy's Splinter Cell: Chaos Theory,Misc,E,GBA,Barking Lizards Technologies,Nintendo,8,7.8,2003
1667,Arc the Lad,Strategy,T,PC,Rutubo Games,Microsoft Game Studios,8.8,7.8,2002
1668,Donkey Kong Jr.,Role-Playing,T,XB,Dominique Grieshofer,LucasArts,8,3.4,2004
1669,Fantasy Life,Sports,E,PS3,Flamebait Games,2K Sports,8,6.5,2014
1670,NBA Jam Tournament Edition,Racing,E,PS3,PlayFirst,Namco Bandai,8,8.7,2006
1671,Sonic Riders,Racing,T,X360,Full Fat,Electronic Arts,5.5,9.6,2011
1672,The Legend of Zelda: Twilight Princess HD,Adventure,E10,PS3,Just Add Water,Warner Bros. Interactive,7.9,9.8,2010
1673,Metal Gear Solid HD Collection,Shooter,T,Wii,Studio Saizensen,Activision,8,7.8,2010
1674,EA Sports UFC,Shooter,T,XB,Dancing Dragon Games,Ubisoft,8,8,2004
1675,NCAA Football 13,Platform,E,GBA,EQ-Games,Vivendi Games,7.5,7.4,2003
1676,Lumines: Puzzle Fusion,Shooter,M,PS4,CreativeForge Games,Bethesda Softworks,9,9.8,2017
1677,Just Dance 2016,Misc,T,PS2,Owlchemy Labs,Sony Computer Entertainment,8,7.8,2008
1678,Orcs Must Die!,Shooter,E,NES,D2C Games,Konami,8,7.5,1986
1679,Megamania,Shooter,E,2600,Gaming Minds Studios,Atari,8,5.4,1982
1680,Jungle Hunt,Puzzle,E,DS,Estelion,Majesco,6.6,3.4,2009
1681,PAC-MAN Championship Edition DX+ All You Can Eat Edition,Shooter,M,PS2,NCS,Namco,8,8.7,2002
1682,Triple Play 98,Platform,E10,X360,Power of 2,Activision,8,9.6,2013
1683,Chocobo no Fushigi Dungeon,Fighting,T,PS3,Mindscape,Capcom,8.2,9.8,2011
1684,Dragon Quest I & II,Sports,E,PS3,Melbourne House Pty Ltd.,Electronic Arts,8,7.8,2016
1685,F-Zero X,Action,T,Wii,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,Nintendo,7.7,8,2010
1686,Famicom Jump: Eiyuu Retsuden,Misc,E,Wii,Sarbakan Inc.,Electronic Arts,6.4,7.4,2009
1687,Kingdom Come: Deliverance,Sports,T,PS3,PlatinumGames / Nude Maker,THQ,8,9.8,2012
1688,Kingdom Hearts HD I.5 + II.5 ReMIX,Simulation,E,PS,Pyro Studios,Konami,8,7.8,1999
1689,Lode Runner,Strategy,T,PC,GCP1,Paradox Interactive,8,8,2016
1690,Metroid Prime 2: Echoes,Sports,E,PS,WideScreen Games,EA Sports,8,8,1997
1691,Ninja Gaiden Sigma,Racing,E10,X360,LEVER Software,Electronic Arts,8.9,8,2008
1692,Popeye,Adventure,E,Wii,Footmade,Disney Interactive Studios,8,8,2007
1693,Romancing SaGa 2,Puzzle,E,WiiU,Fucom,Nintendo,7.7,8,2014
1694,StarCraft II: Heart of the Swarm,Racing,E,GC,Omega Force / Koei Canada,Nintendo,6.4,7.4,2003
1695,Super Monkey Ball: Touch & Roll,Role-Playing,E,GBA,Racdym,Capcom,8,9.8,2004
1696,The Final Fantasy Legend,Action,M,GC,Rivage Games,Capcom,8.9,7.8,2002
1697,"WarioWare, Inc.: Mega MicroGame$",Platform,E10,PS2,Aspyr,Sega,4.8,7.8,2005
1698,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,Sports,E,PSP,Koei/Inis,EA Sports,7.9,3.4,2007
1699,"Warhammer 40,000: Space Marine",Racing,T,XB,Transmission Games,VU Games,8,6.5,2003
1700,Sonic Free Riders,Sports,E,PSP,Sting,EA Sports,8.1,8.7,2008
1701,GRID,Action,E,XOne,Pilgrim Adventures,Ubisoft,8,9.6,2016
1702,SingStar Legends,Misc,E,PS2,Cauldron Ltd.,Sony Computer Entertainment,8,9.8,2004
1703,SingStar Rocks!,Sports,E,X360,Examu Inc.,EA Sports,8,7.8,2007
1704,Tales of Symphonia,Racing,T,PS2,Boxelware,Atari,8,8,2002
1705,Farming Simulator 2015,Shooter,M,PS3,Nanooborg,Ubisoft,8.2,7.4,2008
1706,Petz Dogz 2,Action,M,X360,Culture Brain,Capcom,8.5,9.8,2008
1707,F.E.A.R. 3,Racing,E,PS3,Infogrames Melbourne,Codemasters,8,7.8,2010
1708,Star Ocean: The Second Story,Fighting,M,GEN,Trine Games,Williams Entertainment,8,7.5,1995
1709,DJ Hero,Shooter,M,XB,Mindillusion,Activision,8,5.4,2005
1710,Untold Legends: Brotherhood of the Blade,Adventure,T,PS3,Mad Catz,Sony Computer Entertainment,9,3.4,2011
1711,Dragon Ball Z: The Legacy of Goku II,Platform,E10,GC,FeelPlus,Nintendo,7.9,8.7,2005
1712,Lightning Returns: Final Fantasy XIII,Racing,E10,PS2,Sunrise Games Ltd.,Electronic Arts,7.7,9.6,2006
1713,NERF N-Strike,Shooter,T,PS3,Merscom LLC,Electronic Arts,8.6,9.8,2008
1714,WWE SmackDown vs. Raw 2011,Strategy,T,PC,Krillbite Studio,Electronic Arts,8.9,7.8,2000
1715,BeatMania,Shooter,M,PS2,Nippon Telenet,Rockstar Games,6.8,8,2003
1716,NFL 2K1,Sports,E,PS2,Noclip,Electronic Arts,8,7.4,2004
1717,Super Ghouls 'n Ghosts,Platform,T,PS2,Nitro+,Sony Computer Entertainment,8,9.8,2004
1718,Tamagotchi Connection: Corner Shop 2,Sports,E,PS4,TDK Mediactive,2K Sports,8,7.8,2017
1719,Sniper: Ghost Warrior 2,Shooter,M,PS3,Phoenix Games Studio,Electronic Arts,8.8,8,2011
1720,Bully: Scholarship Edition,Action,M,PS3,Destineer,Deep Silver,8,8,2013
1721,The Godfather,Action,T,X360,Sammy Corporation,Microsoft Game Studios,8.3,8,2010
1722,Alien: Isolation,Platform,E,GBA,NEXT Studios,Activision,7.9,8,2002
1723,Star Wars: Bounty Hunter,Action,E10,3DS,Team Tachyon,Nintendo,8,7.4,2012
1724,Imagine: Babysitters,Role-Playing,E,PS3,Screenlife Games,Namco Bandai Games,8,9.8,2013
1725,Namco Museum Battle Collection,Role-Playing,E,PS3,Strange Fire,Namco Bandai Games,8,7.8,2013
1726,To the Moon,Simulation,E,GBA,GR3 Project,Electronic Arts,8,7.8,2003
1727,Skate 2,Sports,E,GB,Idea Factory,Activision,7.1,3.4,2000
1728,NFL Blitz 2000,Fighting,T,N64,Michael Todd Games,Acclaim Entertainment,8,6.5,1998
1729,NASCAR Thunder 2004,Sports,E,PS,Way Forward,EA Sports,8,8.7,2000
1730,Dante's Inferno,Role-Playing,E,PC,Kerberos Productions Inc.,Unknown,8,9.6,2014
1731,Fisherman's Bass Club,Racing,E,PS2,Circle 5 Studios,Global Star Software,8,9.8,2004
1732,Virtua Fighter 5,Adventure,M,DS,Parallax Software,Rockstar Games,9.5,7.8,2009
1733,Pro Evolution Soccer 2014,Fighting,T,PS3,Glaiel Games,THQ,7.3,8,2007
1734,Joust,Misc,E10,X360,Neowiz Corporation,Activision,8,7.4,2012
1735,Mega Man 3,Fighting,T,X360,Sunflowers Interactive,THQ,8.6,9.8,2010
1736,Metroid Prime Hunters,Role-Playing,M,PS4,Dream Works,Bethesda Softworks,5.1,7.8,2018
1737,Ready 2 Rumble Boxing,Racing,E,PSP,Minskworks,Electronic Arts,7.6,7.5,2005
1738,Dragon Ball Z: Taiketsu,Puzzle,E,NES,Zono Incorporated,Nintendo,8,5.4,1985
1739,Disney's Lilo & Stitch,Racing,E,PS,Trickstar Games,Codemasters,8,3.4,1999
1740,Star Fox: Assault,Simulation,E,DS,SSI,Ubisoft,8,8.7,2007
1741,Doko Demo Issyo,Shooter,T,PS3,S-Neo,Sony Computer Entertainment,7.4,9.6,2010
1742,The Biggest Loser,Sports,E,PS2,London Studios,Sega,8,9.8,2002
1743,Prince of Persia,Action,T,PS,Mayhem Studios,Eidos Interactive,8,7.8,1997
1744,Imagine: Fashion Designer New York,Action,E,PC,Santa Cruz Games,Unknown,8,8,1997
1745,Tiger Woods PGA Tour 10,Action,M,PC,Teyon Entertainment,Capcom,8,7.4,2013
1746,Championship Manager 99/00,Sports,E,PS,CyberPlanet Interactive,EA Sports,8,9.8,1996
1747,Virtua Fighter,Shooter,M,PS3,SME Dynamic Systems Limited,Bethesda Softworks,7.9,7.8,2011
1748,MySims Agents,Action-Adventure,E10,X360,Most Wanted Entertainment,Warner Bros. Interactive Entertainment,8,8,2014
1749,NHL 99,Racing,E,PS,Evgeny Shcherbakov,ASC Games,8,8,1996
1750,SoulCalibur III,Sports,E,XOne,Games Farm,EA Sports,8,8,2013
1751,Naruto: Ultimate Ninja Storm,Action,M,PC,Games Workshop,Square Enix,8,8,2014
1752,Ridge Racer Revolution,Racing,E,PS2,Rasul Mono,Bethesda Softworks,8,7.4,2002
1753,World Tour Soccer,Action-Adventure,E10,PS4,Magic Rings,Warner Bros. Interactive Entertainment,8,9.8,2016
1754,Hot Wheels Turbo Racing,Platform,E10,PS2,Bisty,Activision,6.4,7.8,2005
1755,Spore Creatures,Adventure,E,PS,"Ikusabune Inc. / Positron Co., Ltd",THQ,8,7.8,1999
1756,NCAA Football 99,Adventure,E10,PS3,Eiconic Games,Warner Bros. Interactive,7.2,3.4,2008
1757,Mortal Kombat: Armageddon,Platform,E,2600,Survios,Activision,8,6.5,1983
1758,Freekstyle,Action,M,X360,Gears for Breakfast,Activision,7.9,8.7,2009
1759,DiRT 3,Shooter,M,PS2,BottleRocket Entertainment,Acclaim Entertainment,8,9.6,2002
1760,Simple 1500 Series Vol. 1: The Mahjong,Misc,T,X360,Matrix Software / RED Entertainment,MTV Games,8.9,9.8,2009
1761,MLB The Show 18,Sports,T,PS4,Vladimir Shlapak,EA Sports,8,7.8,2016
1762,Football Manager 2013,Racing,T,XB,Behaviour Studios,Electronic Arts,9.3,8,2004
1763,NBA Street V3,Action,E,PC,Teotl Studios,Unknown,8,7.4,2004
1764,Worms Armageddon,Adventure,E,2600,Minor Key Games,Atari,8,9.8,1978
1765,Hulk,Role-Playing,E,GBA,Tecmo Koei Canada,Konami,8,7.8,2003
1766,Endless Ocean,Sports,E,PS2,Game Sauce,EA Sports,6.3,7.5,2006
1767,NFL Quarterback Club 98,Misc,T,PS2,Dark Energy Digital,Sony Computer Entertainment,8,5.4,2007
1768,Nintendo Labo: Toy-Con 01 Variety Kit,Adventure,E10,PSP,Killmonday Games,Warner Bros. Interactive,7.9,3.4,2008
1769,Wario Land: Shake It!,Action,M,PS2,Cinemaware,Capcom,8.6,8.7,2005
1770,Warhawk,Role-Playing,E,PS,Dejobaan Games,Enix,8,9.6,2001
1771,Seek and Destroy,Role-Playing,T,PS3,Ubisoft Quebec City,Square Enix,8,9.8,2014
1772,Darksiders,Role-Playing,T,GC,Panic Button,Nintendo,7.7,7.8,2004
1773,Mercenaries 2: World in Flames,Role-Playing,E10,3DS,Spellbound Entertainment AG,Square Enix,7.5,8,2012
1774,Brothers: A Tale of Two Sons,Role-Playing,T,PSP,GrizzlyGames,Capcom,7,7.4,2006
1775,DiRT,Shooter,M,Wii,Cerasus Media,Capcom,7.5,9.8,2007
